context,question,answers,label,id_string
"It is difficult to keep deep wounds free of bacteria. Even strong antibiotics fail to kill the bacteria that live in such wounds. However, many physicians have succeeded in eliminating bacteria from deep wounds by packing the wound with a sweet substance like sugar.","Which one of the following, if true, most helps to explain why treating deep wounds with sugar as described above is successful?","["Bacteria that live in deep wounds thrive in a moist environment, and sugar has a dehydrating effect.", "Sugar that is nearly pure is readily available for use in medical treatments.", "Many kinds of bacteria can use sugar as a nutrient and will reproduce rapidly when sugar is available to them.", "Some foods that contain sugar can weaken the effects of certain antibiotics.", "Strong antibiotics were developed only recently, but the use of sugar as a treatment for wounds dates back to ancient times."]",0,199106_3-LR1_1_1
"Bart: A mathematical problem that defied solution for hundreds of years has finally yielded to a supercomputer. The process by which the supercomputer derived the result is so complex, however, that no one can fully comprehend it. Consequently, the result is unacceptable. Anne: In scientific research, if the results of a test can be replicated in other tests, the results are acceptable even though the way they were derived might not be fully understood. Therefore, if a mathematical result derived by a supercomputer can be reproduced by other supercomputers following the same procedure, it is acceptable.","Bart's argument requires which one of the following assumptions?","["The mathematical result in question is unacceptable because it was derived with the use of a supercomputer.", "For the mathematical result in question to be acceptable, there must be someone who can fully comprehend the process by which it was derived.", "To be acceptable, the mathematical result in question must be reproduced on another supercomputer.", "Making the mathematical result in question less complex would guarantee its acceptability.", "The supercomputer cannot derive an acceptable solution to the mathematical problem in question."]",1,199509_3-LR2_3_3
"Bart: A mathematical problem that defied solution for hundreds of years has finally yielded to a supercomputer. The process by which the supercomputer derived the result is so complex, however, that no one can fully comprehend it. Consequently, the result is unacceptable. Anne: In scientific research, if the results of a test can be replicated in other tests, the results are acceptable even though the way they were derived might not be fully understood. Therefore, if a mathematical result derived by a supercomputer can be reproduced by other supercomputers following the same procedure, it is acceptable.","The exchange between Bart and Anne most strongly supports the view that they disagree as to","["whether a scientific result that has not been replicated can properly be accepted", "whether the result that a supercomputer derives for a mathematical problem must be replicated on another supercomputer before it can be accepted", "the criterion to be used for accepting a mathematical result derived by a supercomputer", "the level of complexity of the process to which Bart refers in his statements", "the relative complexity of mathematical problems as compared to scientific problems"]",2,199509_3-LR2_3_4
"It is commonly held among marketing experts that in a nonexpanding market a company's best strategy is to go after a bigger share of the market and that the best way to do this is to run comparative advertisements that emphasize weaknesses in the products of rivals. In the stagnant market for food oil, soybean-oil and palm-oil producers did wage a two-year battle with comparative advertisements about the deleterious effect on health of each other's products. These campaigns, however, had little effect on respective market shares; rather, they stopped many people from buying any edible oils at all.","The statements above most strongly support the conclusion that comparative advertisements","["increase a company's market share in all cases in which that company's products are clearly superior to the products of rivals", "should not be used in a market that is expanding or likely to expand", "should under no circumstances be used as a retaliatory measure", "carry the risk of causing a contraction of the market at which they are aimed", "yield no long-term gains unless consumers can easily verify the claims made"]",3,199509_3-LR2_4_5
"Recent unexpectedly heavy rainfalls in the metropolitan area have filled the reservoirs and streams; water rationing, therefore, will not be necessary this summer.","Which one of the following, if true, most undermines the author's prediction?","["Water rationing was imposed in the city in three of the last five years.", "A small part of the city's water supply is obtained from deep underground water systems that are not reached by rainwater.", "The water company's capacity to pump water to customers has not kept up with the increased demand created by population growth in the metropolitan area.", "The long-range weather forecast predicts lower-than-average temperatures for this summer.", "In most years the city receives less total precipitation in the summer than it receives in any other season."]",2,199509_3-LR2_5_6
"John: In 80 percent of car accidents, the driver at fault was within five miles of home, so people evidently drive less safely near home than they do on long trips. Judy: But people do 80 percent of their driving within five miles of home.","How is Judy's response related to John's argument?","["It shows that the evidence that John presents, by itself, is not enough to prove his claim.", "It restates the evidence that John presents in different terms.", "It gives additional evidence that is needed by John to support his conclusion.", "It calls into question John's assumption that whenever people drive more than five miles from home they are going on a long trip.", "It suggests that John's conclusion is merely a restatement of his argument's premise."]",0,199509_3-LR2_6_7
"Reasonable people adapt themselves to the world; unreasonable people persist in trying to adapt the world to themselves. Therefore, all progress depends on unreasonable people.","If all of the statements in the passage above are true, which one of the following statements must also be true?","["Reasonable people and unreasonable people are incompatible.", "If there are only reasonable people, there cannot be progress.", "If there are unreasonable people, there will be progress.", "Some unreasonable people are unable to bring about progress.", "Unreasonable people are more persistent than reasonable people."]",1,199509_3-LR2_7_8
"Theater critic: The theater is in a dismal state. Audiences are sparse and revenue is down. Without the audience and the revenue, the talented and creative people who are the lifeblood of the theater are abandoning it. No wonder standards are deteriorating. Producer: It's not true that the theater is in decline. Don't you realize that your comments constitute a self-fulfilling prophecy? By publishing these opinions, you yourself are discouraging new audiences from emerging and new talent from joining the theater.","Which one of the following is a questionable technique employed by the producer in responding to the critic?","["focusing on the effects of the critic's evaluation rather than on its content", "accusing the critic of relying solely on opinion unsupported by factual evidence", "challenging the motives behind the critic's remarks rather than the remarks themselves", "relying on emphasis rather than on argument", "invoking authority in order to intimidate the critic"]",0,199509_3-LR2_8_9
"Michelangelo's sixteenth-century Sistine Chapel paintings are currently being restored. A goal of the restorers is to uncover Michelangelo's original work, and so additions made to Michelangelo's paintings by later artists are being removed. However, the restorers have decided to make one exception: to leave intact additions that were painted by da Volterra.","Which one of the following, if true, most helps to reconcile the restorers' decision with the goal stated in the passage?","["The restorers believe that da Volterra stripped away all previous layers of paint before he painted his own additions to the Sistine Chapel.", "Because da Volterra used a type of pigment that is especially sensitive to light, the additions to the Sistine Chapel that da Volterra painted have relatively muted colors.", "Da Volterra's additions were painted in a style that was similar to the style used by Michelangelo.", "Michelangelo is famous primarily for his sculptures and only secondarily for his paintings, whereas da Volterra is known exclusively for his paintings.", "Da Volterra's work is considered by certain art historians to be just as valuable as the work of some of the other artists who painted additions to Michelangelo's work."]",0,199509_3-LR2_9_10
"A controversial program rewards prison inmates who behave particularly well in prison by giving them the chance to receive free cosmetic plastic surgery performed by medical students. The program is obviously morally questionable, both in its assumptions about what inmates might want and in its use of the prison population to train future surgeons. Putting these moral issues aside, however, the surgery clearly has a powerful rehabilitative effect, as is shown by the fact that, among recipients of the surgery, the proportion who are convicted of new crimes committed after release is only half that for the prison population as a whole.","A flaw in the reasoning of the passage is that it","["allows moral issues to be a consideration in presenting evidence about matters of fact", "dismisses moral considerations on the grounds that only matters of fact are relevant", "labels the program as \"controversial\" instead of discussing the issues that give rise to controversy", "asserts that the rehabilitation of criminals is not a moral issue", "relies on evidence drawn from a sample that there is reason to believe is unrepresentative"]",4,199509_3-LR2_10_11
"The retina scanner, a machine that scans the web of tiny blood vessels in the retina, stores information about the pattern formed by the blood vessels. This information allows it to recognize any pattern it has previously scanned. No two eyes have identical patterns of blood vessels in the retina. A retina scanner can therefore be used successfully to determine for any person whether it has ever scanned a retina of that person before.","The reasoning in the argument depends upon assuming that","["diseases of the human eye do not alter the pattern of blood vessels in the retina in ways that would make the pattern unrecognizable to the retina scanner", "no person has a different pattern of blood vessels in the retina of the left eye than in the retina of the right eye", "there are enough retina scanners to store information about every person's retinas", "the number of blood vessels in the human retina is invariant, although the patterns they form differ from person to person", "there is no person whose retinas have been scanned by two or more different retina scanners"]",0,199509_3-LR2_11_12
"There are just two ways a moon could have been formed from the planet around which it travels: either part of the planet's outer shell spun off into orbit around the planet or else a large object such as a comet or meteoroid, struck the planet so violently that it dislodged a mass of material from inside the planet. Earth's moon consists primarily of materials different from those of the Earth's outer shell.","If the statements above are true, which one of the following, if also true, would most help to justify drawing the conclusion that Earth's moon was not formed from a piece of the Earth?","["The moons of some planets in Earth's solar system were not formed primarily from the planets' outer shells.", "Earth's moon consists primarily of elements that differ from those inside the Earth.", "Earth's gravity cannot have trapped a meteoroid and pulled it into its orbit as the Moon.", "The craters on the surface of Earth's moon show that it has been struck by many thousands of large meteoroids.", "Comets and large meteoroids normally move at very high speeds."]",1,199509_3-LR2_12_13
"Caffeine can kill or inhibit the growth of the larvae of several species of insects. One recent experiment showed that tobacco hornworm larvae die when they ingest a preparation that consists, in part, of finely powdered tea leaves, which contain caffeine. This result is evidence for the hypothesis that the presence of non-negligible quantities of caffeine in various parts of many diverse species of plants is not accidental but evolved as a defense for those plants.","The argument assumes that","["caffeine-producing plants are an important raw material in the manufacture of commercial insecticides", "caffeine is stored in leaves and other parts of caffeine-producing plants in concentrations roughly equal to the caffeine concentration of the preparation fed to the tobacco hornworm larvae", "caffeine-producing plants grow wherever insect larvae pose a major threat to indigenous plants or once posed a major threat to the ancestors of those plants", "the tobacco plant is among the plant species that produce caffeine for their own defense", "caffeine-producing plants or their ancestors have at some time been subject to being fed upon by creatures sensitive to caffeine"]",4,199509_3-LR2_13_14
"The only plants in the garden were tulips, but they were tall tulips. So the only plants in the garden were tall plants.","Which one of the following exhibits faulty reasoning most similar to the faulty reasoning in the argument above?","["The only dogs in the show were poodles, and they were all black poodles. So all the dogs in the show were black.", "All the buildings on the block were tall. The only buildings on the block were office buildings and residential towers. So all the office buildings on the block were tall buildings.", "All the primates in the zoo were gorillas. The only gorillas in the zoo were small gorillas. Thus the only primates in the zoo were small primates.", "The only fruit in the kitchen was pears, but the pears were not ripe. Thus none of the fruit in the kitchen was ripe.", "All the grand pianos here are large. Ail the grand pianos here are heavy. Thus everything large is heavy."]",2,199509_3-LR2_14_15
"Scientific research will be properly channeled whenever those who decide which research to fund give due weight to the scientific merits of all proposed research. But when government agencies control these funding decisions, political considerations play a major role in determining which research will be funded, and whenever political considerations play such a role, the inevitable result is that scientific research is not properly channeled.","Which one of the following can be properly inferred from the statements above?","["There is no proper role for political considerations to play in determining who will decide which scientific research to fund.", "It is inevitable that considerations of scientific merit will be neglected in decisions regarding the funding of scientific research.", "Giving political considerations a major role in determining which scientific research to fund is incompatible with giving proper weight to the scientific merits of proposed research.", "When scientific research is not properly channeled, governments tend to step in and take control of the process of choosing which research to fund.", "If a government does not control investment in basic scientific research, political consideration will inevitably be neglected in deciding which research to fund."]",2,199509_3-LR2_15_16
"A new silencing device for domestic appliances operates by producing sound waves that cancel out the sound waves produced by the appliance. The device, unlike conventional silencers, actively eliminates the noise the appliance makes, and for that reason vacuum cleaners designed to incorporate the new device will operate with much lower electricity consumption than conventional vacuum cleaners.","Which one of the following, if true, most helps to explain why the new silencing device will make lower electricity consumption possible?","["Designers of vacuum cleaner motors typically have to compromise the motors' efficiency in order to reduce noise production.", "The device runs on electricity drawn from the appliance's main power supply.", "Conventional vacuum cleaners often use spinning brushes to loosen dirt in addition to using suction to remove dirt.", "Governmental standards for such domestic appliances as vacuum cleaners allow higher electricity consumption when vacuum cleaners are quieter.", "The need to incorporate silencers in conventional vacuum cleaners makes them heavier and less mobile than they might otherwise be."]",0,199509_3-LR2_16_17
"Because dinosaurs were reptiles, scientists once assumed that, like all reptiles alive today, dinosaurs were cold-blooded. The recent discovery of dinosaur fossils in the northern arctic, however, has led a number of researchers to conclude that at least some dinosaurs might have been warm-blooded. These researchers point out that only warm-blooded animals could have withstood the frigid temperatures that are characteristic of arctic winters, whereas cold-blooded animals would have frozen to death in the extreme cold.","Which one of the following, if true, weakens the researchers' argument?","["Today's reptiles are generally confined to regions of temperate or even tropical climates.", "The fossils show the arctic dinosaurs to have been substantially smaller than other known species of dinosaurs.", "The arctic dinosaur fossils were found alongside fossils of plants known for their ability to withstand extremely cold temperatures.", "The number of fossils found together indicates herds of dinosaurs so large that they would need to migrate to find a continual food supply.", "Experts on prehistoric climatic conditions believe that winter temperatures in the prehistoric northern arctic were not significantly different from what they are today."]",3,199509_3-LR2_17_18
"Maria: Calling any state totalitarian is misleading: it implies total state control of all aspects of life. The real world contains no political entity exercising literally total control over even one such aspect. This is because any system of control is inefficient, and, therefore, its degree of control is partial. James: A one-party state that has tried to exercise control over most aspects of a society and that has, broadly speaking, managed to do so is totalitarian. Such a system's practical inefficiencies do not limit the aptness of the term, which does not describe a state s actual degree of control as much as it describes the nature of a state's ambitions.","Which one of the following most accurately expresses Maria's main conclusion?","["No state can be called totalitarian without inviting a mistaken belief.", "To be totalitarian, a state must totally control society.", "The degree of control exercised by a state is necessarily partial.", "No existing state currently has even one aspect of society under total control.", "Systems of control are inevitably inefficient."]",0,199509_3-LR2_18_19
"Maria: Calling any state totalitarian is misleading: it implies total state control of all aspects of life. The real world contains no political entity exercising literally total control over even one such aspect. This is because any system of control is inefficient, and, therefore, its degree of control is partial. James: A one-party state that has tried to exercise control over most aspects of a society and that has, broadly speaking, managed to do so is totalitarian. Such a system's practical inefficiencies do not limit the aptness of the term, which does not describe a state s actual degree of control as much as it describes the nature of a state's ambitions.","James responds to Maria's argument by","["pointing out a logical inconsistency between two statements she makes in support of her argument", "offering an alternative explanation for political conditions she mentions", "rejecting some of the evidence she presents without challenging what she infers from it", "disputing the conditions under which a key term of her argument can be appropriately applied", "demonstrating that her own premises lead to a conclusion different from hers"]",3,199509_3-LR2_18_20
"The similarity between ichthyosaurs and fish is an example of convergence, a process by which different classes of organisms adapt to the same environment by independently developing one or more similar external body features. Ichthyosaurs were marine reptiles and thus do not belong to the same class of organisms as fish. However, ichthyosaurs adapted to their marine environment by converging on external body features similar to those of fish. Most strikingly, ichthyosaurs, like fish, had fins.","If the statements above are true, which one of the following is an inference that can be properly drawn on the basis of them?","["The members of a single class of organisms that inhabit the same environment must be identical in all their external body features.", "The members of a single class of organisms must exhibit one or more similar external body features that differentiate that class from all other classes of organisms.", "It is only as a result of adaptation to similar environments that one class of organisms develops external body features similar to those of another class of organisms.", "An organism does not necessarily belong to a class simply because the organism has one or more external body features similar to those of members of that class.", "Whenever two classes of organisms share the same environment, members of one class will differ from members of the other class in several external body features."]",3,199509_3-LR2_19_21
"Further evidence bearing on Jamison's activities must have come to light. On the basis of previously available evidence alone, it would have been impossible to prove that Jamison was a party to the fraud, and Jamison's active involvement in the fraud has now been definitively established.","The pattern of reasoning exhibited in the argument above most closely parallels that exhibited in which one of the following?","["Smith must not have purchased his house within the last year. He is listed as the owner of that house on the old list of property owners, and anyone on the old list could not have purchased his or her property within the last year.", "Turner must not have taken her usual train to Nantes today. Had she done so, she could not have been in Nantes until this afternoon, but she was seen having coffee in Nantes at 11 o'clock this morning.", "Norris must have lied when she said that she had not authorized the investigation. There is no doubt that she did authorize it, and authorizing an investigation is not something anyone is likely to have forgotten.", "Waugh must have known that last night's class was canceled. Waugh was in the library yesterday, and it would have been impossible for anyone in the library not to have seen the cancellation notices.", "LaForte must have deeply resented being passed over for promotion. He maintains otherwise, but only someone who felt badly treated would have made the kind of remark LaForte made at yesterday's meeting."]",1,199509_3-LR2_20_22
"Reporting on a civil war, a journalist encountered evidence that refugees were starving because the government would not permit food shipments to a rebel-held area. Government censors deleted all mention of the government's role in the starvation from the journalist's report, which had not implicated either nature or the rebels in the starvation. The journalist concluded that it was ethically permissible to file the censored report, because the journalist's news agency would precede it with the notice "Cleared by government censors."","Which one of the following ethical criteria, if valid, would serve to support the journalist's conclusion while placing the least constraint on the flow of reported information?","["It is ethical in general to report known facts but unethical to do so while omitting other known facts if the omitted facts would substantially alter an impression of a person or institution that would be congruent with the reported facts.", "In a situation of conflict, it is ethical to report known facts and unethical to fail to report known facts that would tend to exonerate one party to the conflict.", "In a situation of censorship, it is unethical to make any report if the government represented by the censor deletes from the report material unfavorable to that government.", "It is ethical in general to report known facts but unethical to make a report in a situation of censorship if relevant facts have been deleted by the censor, unless the recipient of the report is warned that censorship existed.", "Although it is ethical in general to report known facts, it is unethical to make a report from which a censor has deleted relevant facts, unless the recipient of the report is warned that there was censorship and the reported facts do not by themselves give a misleading impression."]",3,199509_3-LR2_21_23
"A birth is more likely to be difficult when the mother is over the age of 40 than when she is younger. Regardless of the mother's age, a person whose birth was difficult is more likely to be ambidextrous than is a person whose birth was not difficult. Since other causes of ambidexterity are not related to the mother's age, there must be more ambidextrous people who were born to women over 40 than there are ambidextrous people who were born to younger women.","The argument is most vulnerable to which one of the following criticisms?","["It assumes what it sets out to establish.", "It overlooks the possibility that fewer children are born to women over 40 than to women under 40.", "It fails to specify what percentage of people in the population as a whole are ambidextrous.", "It does not state how old a child must be before its handedness can be determined.", "It neglects to explain how difficulties during birth can result in a child's ambidexterity."]",1,199509_3-LR2_22_24
"The government has no right to tax earnings from labor. Taxation of this kind requires the laborer to devote a certain percentage of hours worked to earning money for the government. Thus, such taxation forces the laborer to work, in part, for another's purpose. Since involuntary servitude can be defined as forced work for another's purpose, just as involuntary servitude is pernicious, so is taxing earnings from labor.","The argument uses which one of the following argumentative techniques?","["deriving a general principle about the rights of individuals from a judgment concerning the obligations of governments", "inferring what will be the case merely from a description of what once was the case", "inferring that since two institutions are similar in one respect, they are similar in another respect", "citing the authority of an economic theory in order to justify a moral principle", "presupposing the inevitability of a hierarchical class system in order to oppose a given economic practice"]",2,199509_3-LR2_23_25
"The government has no right to tax earnings from labor. Taxation of this kind requires the laborer to devote a certain percentage of hours worked to earning money for the government. Thus, such taxation forces the laborer to work, in part, for another's purpose. Since involuntary servitude can be defined as forced work for another's purpose, just as involuntary servitude is pernicious, so is taxing earnings from labor.","Which one of the following is an error of reasoning committed by the argument?","["It ignores a difference in how the idea of forced work for another's purpose applies to the two cases.", "It does not take into account the fact that labor is taxed at different rates depending on income.", "It mistakenly assumes that all work is taxed.", "It ignores the fact that the government also taxes income from investment.", "It treats definitions as if they were matters of subjective opinion rather than objective facts about language."]",0,199509_3-LR2_23_26
"The basic ingredients from which cement is made are both cheap and plentiful. Materials as common as limestone and clay will do. Nevertheless, the price of cement is influenced by the price of oil, because turning the basic ingredients into cement in high-temperature kilns uses large amounts of energy.","Which one of the following can be logically inferred from the passage?","["Oil is one of the basic ingredients that make up cement.", "Oil is a source of energy for some of the kilns used in the making of cement.", "The higher the price of cement rises, the higher the price of clay rises.", "Whenever oil prices rise, cement prices drop.", "A given amount of cement costs no more than the total cost of its basic ingredients."]",1,199512_2-LR1_1_1
"Many people do not understand themselves, nor do they try to gain self-understanding. These people might try to understand others, but these attempts are sure to fail, because without self-understanding it is impossible to understand others. It is clear from this that anyone who lacks self-understanding will be incapable of understanding others.","The reasoning in the argument is flawed because the argument","["mistakes something that is necessary to bring about a situation for something that in itself is enough to bring about that situation", "fails to take into account the possibility that not everyone wants to gain a thorough understanding of himself or herself", "blames people for something for which they cannot legitimately be held responsible", "makes use of the inherently vague term \"self-understanding\" without defining that term", "draws a conclusion that simply restates a claim given in support of that conclusion"]",4,199512_2-LR1_2_2
"Wife: The work of the artist who painted the portrait of my grandparents 50 years ago has become quite popular lately, so the portrait has recently become valuable. But since these sorts of artistic fads fade rapidly, the practical thing to do would be to sell the portrait while it is still worth something, and thereby enable our daughter to attend the college she has chosen. Husband: How could you make such a suggestion? That painting is the only thing you own that belonged to your grandparents. I don't think it's a very good painting, but it has great sentimental value. Besides, you owe it to our daughter to keep it in the family as a link to her family's past.","Which one of the following principles, if established, does most to justify the husband's reply?","["Gifts offered as sentimental tokens of affection should not be accepted if the recipient intends to sell them later for profit.", "A beautiful work of art is more valuable than the money it could be sold for, whatever the amount.", "It is more important for parents to provide their children with tangible links to the family's past than it is to enable them to attend the college of their choice.", "Children and grandchildren have a duty to preserve family heirlooms only if they have promised their parents or grandparents that they would do so.", "Providing one's children with an education is more important than providing them with material goods, even if the goods have sentimental value."]",2,199512_2-LR1_3_3
"Wife: The work of the artist who painted the portrait of my grandparents 50 years ago has become quite popular lately, so the portrait has recently become valuable. But since these sorts of artistic fads fade rapidly, the practical thing to do would be to sell the portrait while it is still worth something, and thereby enable our daughter to attend the college she has chosen. Husband: How could you make such a suggestion? That painting is the only thing you own that belonged to your grandparents. I don't think it's a very good painting, but it has great sentimental value. Besides, you owe it to our daughter to keep it in the family as a link to her family's past.","The husband uses which one of the following argumentative techniques in replying to the wife's suggestion?","["taking issue with the practicality of her suggestion", "questioning her aesthetic judgment", "claiming that the reasons she gives are based on emotions rather than on rational considerations", "asserting that the evidence she cites in support of her suggestion is false", "invoking a competing obligation that he judges to override her practical considerations"]",4,199512_2-LR1_3_4
"Questions have arisen regarding the accuracy of the reports the university's archaeological museum issues on its sales and acquisitions for the year. To forestall controversy, this year's report is being reviewed by three archaeologists from other universities. Since these archaeologists will be given full access to all documents on which the report is based, they will be able to determine whether it is indeed accurate.","The reasoning in the argument is flawed because the argument","["does not specify whether the reviewers will have access to data about objects that have been in the museum's collection for many years", "provides no information regarding the size or quality of the archaeological museum's collection", "omits any mention of whether the museum's collection is on display or is available only to researchers", "ignores the possibility that there might have been some sales or acquisitions during the past year that were not mentioned in the documents on which the report was based", "does not describe what will occur if the reviewers discover discrepancies between the report and the documents on which it was based"]",3,199512_2-LR1_4_5
"Engineer: Some people argue that the world's energy problems could be solved by mining the Moon for helium-3, which could be used for fuel in fusion reactors. But this is nonsense. Even if it were possible to mine the Moon for helium-3, the technology needed to build viable fusion reactors that could use such fuel is at least 50 years away. If the world's energy problems are not solved before then, it will be too late to solve those problems.","The main point of the argument is that","["mining the Moon for helium-3 is currently not feasible", "fusion reactors that are now being planned are not designed to use helium-3 as fuel", "people who advocate mining the Moon for helium-3 do not realize that fusion reactors could be designed to use fuels other than helium-3", "mining the Moon for helium-3 is not a possible solution to the world's energy problems", "if the world's energy problems are not solved within the next 50 years, it will be too late to solve those problems"]",3,199512_2-LR1_5_6
"The fishing industry cannot currently be relied upon to help the government count the seabirds killed by net fishing, since an accurate count might result in restriction of net fishing. The government should therefore institute a program under which tissue samples from the dead birds are examined to determine the amount of toxins in the fish eaten by the birds. The industry would then have a reason to turn in the bird carcasses, since the industry needs to know whether the fish it catches are contaminated with toxins.","Which one of the following, if true, most strengthens the argument?","["The seabirds that are killed by net fishing do not eat all of the species of fish caught by the fishing industry.", "The government has not in the past sought to determine whether fish were contaminated with toxins by examining tissue samples of seabirds.", "The government cannot gain an accurate count of the number of seabirds killed by net fishing unless the fishing industry cooperates.", "If the government knew that fish caught by the fishing industry were contaminated by toxins, the government would restrict net fishing.", "If net fishing were restricted by the government, then the fishing industry would become more inclined to reveal the number of seabirds killed by net fishing."]",2,199512_2-LR1_6_7
"The fishing industry cannot currently be relied upon to help the government count the seabirds killed by net fishing, since an accurate count might result in restriction of net fishing. The government should therefore institute a program under which tissue samples from the dead birds are examined to determine the amount of toxins in the fish eaten by the birds. The industry would then have a reason to turn in the bird carcasses, since the industry needs to know whether the fish it catches are contaminated with toxins.","Which one of the following, if true, most strongly indicates that the government program would not by itself provide an accurate count of the seabirds killed by net fishing?","["The seabirds killed by net fishing might be contaminated with several different toxins even if the birds eat only one kind of fish.", "The fishing industry could learn whether the fish it catches are contaminated with toxins if only a few of the seabirds killed by the nets were examined.", "The government could gain valuable information about the source of toxins by examining tissue samples of the seabirds caught in the nets.", "The fish caught in a particular net might be contaminated with the same toxins as those in the seabirds caught in that net.", "The government would be willing to certify that the fish caught by the industry are not contaminated with toxins if tests done on the seabirds showed no contamination."]",1,199512_2-LR1_6_8
"Some people claim that elected officials must avoid even the appearance of impropriety in office. Yet since actions that give the appearance of impropriety are not necessarily improper, the only reason for an elected official to avoid the appearance of impropriety is to maintain public approval and popularity. No one, however, not even a public official, has an obligation to be popular or to maintain public approval.","The argument is structured so as to lead to which one of the following conclusions?","["No elected official has an obligation to avoid the appearance of impropriety.", "All elected officials have a vested interest in maintaining a high public approval rating.", "Elected officials who have been scrupulous in satisfying the obligations of their office should ensure that the public is aware of this fact.", "The public never approves of an elected official who appears to have behaved improperly in office.", "Elected officials who abuse the power of their office have an obligation at least to appear to be fulfilling the obligations of their office."]",0,199512_2-LR1_7_9
"Cafeteria patron: The apples sold in this cafeteria are greasy. The cashier told me that the apples are in that condition when they are delivered to the cafeteria and that the cafeteria does not wash the apples it sells. Most fruit is sprayed with dangerous pesticides before it is harvested, and is dangerous until it is washed. Clearly, the cafeteria is selling pesticide-covered fruit, thereby endangering its patrons.","Which one of the following is an assumption on which the argument depends?","["The apples that the cafeteria sells are not thoroughly washed after harvest but before reaching the cafeteria.", "Most pesticides that are sprayed on fruit before harvest leave a greasy residue on the fruit.", "Many of the cafeteria's patrons are unaware that the cafeteria does not wash the apples it sells.", "Only pesticides that leave a greasy residue on fruit can be washed off.", "Fruits other than apples also arrive at the cafeteria in a greasy condition."]",0,199512_2-LR1_8_10
"P: Because an elected official needs the support of a political party to be effective, the independent candidate for the legislature cannot possibly be an effective legislator is she wins. Q: I disagree. By your reasoning, our current legislator, who has the support of a political party, ought to have been effective, but he has not been.","Which one of the following is the best criticism of Q's statement?","["It simply contradicts P's claim without offering evidence against it.", "It does not consider the possibility that a political party might decide to support an elected legislator even though he or she ran as an independent.", "It fails to prove a precise definition for a key term—the word \"effective.\"", "It presupposes what is to be proved—that a legislator must have the support of a political party in order to be \"effective.\"", "It mistakenly interprets P to be claiming that a factor assures, rather than is necessary for, a legislator's effectiveness."]",4,199512_2-LR1_9_11
"Public health will improve more quickly in the wake of new medical discoveries if medical researchers abandon their practice of waiting until their findings are published in peer-reviewed journals before informing the press of important research results. This is because the public release of new medical information allows people to use that information in order to improve their health, but the peer-review process is unavoidably very slow.","Which one of the following is an assumption on which the argument depends?","["Many medical researchers do not agree to serve as reviewers when their own research is in a critical phase.", "Reviewers for many medical journals are not themselves medical researchers.", "People would use new medical information even if it were not first published in peer-reviewed journals.", "The peer-review process could be speeded up enough to produce a significant improvement in public health.", "New medical information that is first published in peer-reviewed journals does not usually receive public attention."]",2,199512_2-LR1_10_12
"Public health will improve more quickly in the wake of new medical discoveries if medical researchers abandon their practice of waiting until their findings are published in peer-reviewed journals before informing the press of important research results. This is because the public release of new medical information allows people to use that information in order to improve their health, but the peer-review process is unavoidably very slow.","Which one of the following, if true, most seriously weakens the argument?","["Peer review often prevents the publication of false conclusions drawn on the basis of poorly conducted medical research.", "People often alter their life-styles on the basis of new medical information made available through the press.", "Some improvements in public health are due to factors other than the discovery of new medical information.", "Some newspapers would be willing to publish the results of medical research before those results have appeared in peer-reviewed journals.", "Most peer-reviewed scientific journals would refuse to give up the practice of peer review."]",0,199512_2-LR1_10_13
"Between 1977 and 1987, the country of Ravonia lost about 12,000 jobs in logging and wood processing, representing a 15 percent decrease in employment in the country's timber industry. Paradoxically, this loss of jobs occurred even as the amount of wood taken from the forests of Ravoinia increased by 10 percent.","Which one of the following, if true, most helps to resolve the apparent paradox?","["Not since the 1950's has the timber industry been Ravonia's most important industry economically.", "Between 1977 and 1987, the total number of acres of timberland in Ravonia fell, while the demand for wood products increased.", "Since 1977, a growing proportion of the timber that has been cut in Ravonia has been exported as raw, unprocessed wood.", "Since 1977, domestic sales of wood and wood products have increased by more than export sales have increased.", "In 1977, overall unemployment in Ravonia was approximately 10 percent; in 1987, Ravonia's unemployment rate was 15 percent."]",2,199512_2-LR1_11_14
"To perform an act that is morally wrong is to offend against humanity, and all offenses against humanity are equally bad. Because murder is morally wrong, it is just as bad to have murdered one person by setting off a bomb as it would have been to have murdered a hundred people by setting off that bond.","Which one of the following judgments conforms to the principles invoked above?","["If lying is morally wrong, telling a lie is as bad as murdering someone.", "Risking one's life to save the lives of a hundred people is morally no better than risking one's life to save one person.", "If stealing is morally wrong, it is equally important to society to prevent people from stealing as it is to prevent them from committing murder.", "Accidentally causing the death of a person is just as bad as murdering that person.", "In a situation in which the life of one person can be saved only by killing another person, killing and not killing are equally bad."]",0,199512_2-LR1_12_15
